Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8343,0,0.15366748800000002,64,0,3225.0,,6,0,1,0,0.0
8344,0,0.645319533,46,0,3113.0,,8,0,2,0,0.0
8345,0,0.430456017,52,0,0.251261269,12090.0,25,0,0,0,0.0
8346,0,0.479845849,28,0,0.21974148100000002,850.0,5,0,0,0,0.0
8347,0,0.874025195,51,0,967.0,,4,0,0,0,
8348,0,0.22733545300000002,72,0,0.146550493,7000.0,6,0,0,0,0.0
8349,0,0.527096239,46,2,0.736554047,9500.0,11,0,2,0,2.0
8350,0,0.9999998999999999,34,0,0.0,2720.0,0,0,0,0,1.0
8351,0,0.152442139,31,0,0.077540631,5106.0,6,0,0,0,1.0
8352,0,0.039286273,67,0,1248.0,,7,0,1,0,0.0
8353,0,0.017097368999999998,65,0,13.0,0.0,3,0,0,0,0.0
8354,0,0.228617022,51,0,0.299383089,8266.0,13,0,2,0,4.0
8355,0,0.0,67,0,0.0,,2,0,0,0,0.0
8356,0,0.27256620000000004,56,0,1.0476649009999999,2076.0,11,0,1,0,2.0
8357,0,0.140046499,46,0,0.102099767,9000.0,8,0,0,0,2.0
8358,0,0.004008502,47,0,0.141723885,15000.0,15,0,1,0,0.0
8359,0,0.019444173999999998,52,0,0.124565715,11800.0,6,0,1,0,1.0
8360,0,0.937132858,59,0,0.024523161,10642.0,1,0,0,0,2.0
8361,0,0.0,31,0,0.368617518,7500.0,8,0,1,0,0.0
8362,0,0.172765447,66,0,0.104423771,5266.0,3,0,0,0,1.0
8363,1,0.9999998999999999,48,3,0.454627134,1112.0,3,1,0,0,0.0
8364,0,0.287930723,42,0,1.7049180330000002,2500.0,9,0,1,0,0.0
8365,0,0.015776451,39,1,0.214427795,7540.0,10,0,1,0,0.0
8366,0,0.097330166,62,0,0.022193905,9416.0,11,0,0,0,0.0
8367,0,0.545289127,88,1,0.181062995,13000.0,15,0,0,0,1.0
8368,0,0.576716838,47,0,0.312758978,11583.0,10,0,2,0,0.0
8369,0,0.286000133,42,0,0.435269972,6333.0,18,0,1,0,3.0
8370,0,0.402186486,35,0,0.431061807,4416.0,6,0,1,0,0.0
8371,0,0.06352663,78,0,0.16100672300000002,5800.0,20,0,1,0,0.0
8372,0,0.415848131,42,0,0.253457757,12001.0,6,0,2,0,3.0
8373,0,0.04281429,87,0,0.147698894,2802.0,2,0,0,0,0.0
8374,0,0.345861655,40,0,0.15964141,11600.0,8,0,1,0,2.0
8375,0,0.0,70,0,0.344590091,4500.0,10,0,2,0,0.0
8376,0,0.02609739,75,0,0.00139972,5000.0,2,0,0,0,0.0
8377,0,0.006117821999999999,75,1,637.0,,7,0,1,0,0.0
8378,0,0.995004995,30,0,383.0,,4,0,0,0,0.0
8379,0,0.048826852999999996,57,0,0.007124109,8000.0,6,0,0,0,0.0
8380,0,0.010136133,57,1,0.696340732,8334.0,21,0,3,1,0.0
8381,0,1.029660019,58,0,0.405074056,14110.0,10,0,1,0,1.0
8382,0,0.51519388,48,0,0.536507937,6299.0,13,0,2,0,2.0
8383,0,0.114070874,35,0,0.35373847399999997,9000.0,2,0,1,0,2.0
8384,0,0.062096572,53,0,0.370424067,8276.0,8,0,3,0,1.0
8385,1,0.235062839,47,1,0.382231405,6291.0,5,0,1,0,3.0
8386,0,0.044830376,56,0,0.26098074600000004,6647.0,8,0,1,0,0.0
8387,0,0.305814788,33,0,0.34755366,7500.0,9,0,1,0,0.0
8388,0,0.009722778,61,0,2056.0,,6,0,2,0,0.0
8389,0,0.276141115,46,0,0.928028933,5529.0,13,0,4,0,1.0
8390,0,0.006307956,47,0,0.32691827,4000.0,7,0,1,0,2.0
8391,0,0.0,55,0,0.16168353300000002,8695.0,10,0,1,0,1.0
8392,1,0.9999998999999999,35,0,234.0,,8,1,0,0,0.0
8393,0,0.434962464,34,0,0.44351129799999994,5000.0,8,0,1,0,1.0
8394,0,0.758657109,31,0,0.786042624,7178.0,14,0,2,0,0.0
8395,0,0.072089642,52,0,1.001525165,1966.0,9,0,1,0,0.0
8396,0,0.030848458,61,0,1732.0,,9,0,1,0,
8397,0,0.117001334,93,0,181.0,,7,0,0,0,
8398,0,0.16571414,77,0,0.538827528,5884.0,11,0,2,0,2.0
8399,1,0.026069485,70,0,2673.0,,11,0,2,0,0.0
8400,0,0.0038603409999999998,39,0,0.34557698200000003,9800.0,10,0,1,0,0.0
8401,0,0.138535133,48,0,0.239083853,21000.0,13,0,2,0,4.0
8402,0,0.9999998999999999,36,0,0.102965678,3000.0,1,0,0,0,2.0
8403,0,0.052568674,66,0,0.15637498800000002,10250.0,3,0,1,0,1.0
8404,1,0.47671715200000003,59,0,3792.0,,10,0,2,0,0.0
8405,0,0.422384241,60,0,0.468291159,3200.0,7,0,1,0,0.0
8406,0,0.013253862,54,0,0.025373225,49500.0,9,0,3,0,1.0
8407,0,0.110686429,69,0,0.5831771029999999,8000.0,21,0,5,0,0.0
8408,0,0.341836828,49,0,0.35089694,14214.0,10,0,1,0,4.0
8409,0,0.06208663,58,0,0.029991431000000002,3500.0,3,0,0,0,3.0
8410,0,0.9999998999999999,43,0,1742.0,,6,0,1,0,0.0
8411,0,0.09416465199999999,67,0,0.47138810200000003,3529.0,11,0,1,0,0.0
8412,0,0.04299246599999999,74,0,0.173612887,7821.0,7,0,1,0,0.0
8413,0,0.015150597,57,0,2703.0,,5,0,1,0,0.0
8414,0,0.372820726,57,0,0.45684328799999996,5340.0,9,0,1,0,0.0
8415,0,0.073233115,44,0,0.37581655799999997,7500.0,13,0,2,0,3.0
8416,0,0.070547163,66,1,0.26859472300000004,13000.0,16,0,1,0,0.0
8417,0,0.33660581799999995,53,1,0.175374963,10200.0,8,0,1,0,1.0
8418,0,0.292471548,66,0,0.69219315,4700.0,8,0,2,0,1.0
8419,0,0.511269726,51,2,0.29245745100000003,16333.0,13,0,1,0,3.0
8420,0,0.595620219,51,2,0.574715792,7300.0,10,0,1,1,1.0
8421,0,0.231126348,57,0,2132.0,,6,0,1,0,2.0
8422,0,0.118988101,47,0,0.28084734699999997,4578.0,4,0,1,0,0.0
8423,1,1.0087964809999999,33,3,0.18232117899999997,15000.0,11,0,2,0,2.0
8424,0,0.012081468,64,0,0.335302457,4231.0,7,0,2,0,1.0
8425,0,0.23255348899999997,61,1,0.467896023,4500.0,9,0,1,0,0.0
8426,0,0.036299037,52,0,0.041637262,7084.0,2,0,1,0,0.0
8427,0,0.605635844,57,0,1.1120835690000002,7083.0,27,0,1,0,2.0
8428,0,0.0,49,0,1179.0,,6,0,1,0,0.0
8429,0,0.094526518,70,0,0.04048913,3679.0,5,0,0,0,0.0
8430,0,0.016499175,79,0,0.12217194599999999,5303.0,8,0,1,0,0.0
8431,0,0.5862068970000001,33,0,0.048975512,2000.0,2,0,0,0,1.0
8432,0,0.025167538,33,0,0.16026241800000002,3200.0,8,0,1,0,0.0
8433,0,0.0050604529999999995,53,0,4.0,,3,0,0,0,0.0
8434,0,0.037274788999999996,55,0,1459.0,,13,0,1,0,2.0
8435,0,0.045852814000000006,77,0,0.49060272200000005,3085.0,8,0,1,0,0.0
8436,0,0.293324904,41,0,0.320079061,8600.0,11,0,1,0,3.0
8437,0,0.9999998999999999,54,0,457.0,,2,3,0,0,2.0
8438,0,0.655853699,55,0,0.519028797,8854.0,12,0,1,0,1.0
8439,0,0.015984016,24,0,0.0,3400.0,1,0,0,0,0.0
8440,0,0.9999998999999999,22,0,12.0,,0,0,0,0,
8441,0,1.020576132,43,1,0.054139172,6667.0,6,2,0,2,0.0
8442,0,0.04699952,59,0,0.5157390510000001,8767.0,21,0,2,0,0.0
8443,0,0.919123235,52,0,2.211490425,1200.0,9,0,1,0,1.0
8444,0,0.0,63,0,0.282968042,8166.0,3,0,1,0,1.0
8445,0,0.568810397,39,1,0.21330658600000002,2990.0,3,1,0,1,2.0
8446,0,0.350048993,52,0,0.346995347,10100.0,14,0,2,0,4.0
8447,0,0.05180885599999999,41,0,0.6680331970000001,10000.0,14,0,1,0,3.0
8448,0,0.039272013,67,0,1406.0,,5,0,1,0,0.0
8449,0,0.008253571,74,0,0.371451419,2500.0,20,0,0,0,0.0
8450,0,0.0,58,0,0.241459757,6000.0,4,0,1,0,0.0
8451,0,0.004658115,74,0,0.009043313,2100.0,12,0,0,0,0.0
8452,0,0.365223501,27,0,0.152089254,9500.0,13,0,0,0,2.0
8453,0,0.6870979,50,0,0.177742735,4438.0,7,0,0,0,0.0
8454,1,0.827172827,31,1,0.410986102,6043.0,5,1,1,2,2.0
8455,0,0.205801727,45,0,0.8579921629999999,7400.0,13,0,2,0,0.0
8456,0,0.160089395,81,1,0.089243845,6823.0,10,0,1,0,0.0
8457,0,0.855368145,27,1,0.47530364399999997,2469.0,8,0,0,0,0.0
8458,0,0.6580683860000001,25,0,0.332948866,2600.0,5,0,0,0,0.0
8459,0,0.081747385,55,2,53.0,,4,0,0,0,0.0
8460,0,0.04524202,62,0,1056.0,,8,0,1,0,0.0
8461,0,0.178727318,72,0,0.230865878,9550.0,7,0,1,0,0.0
8462,0,0.06188717,34,0,1184.0,0.0,7,0,1,0,0.0
8463,0,0.9999998999999999,38,0,13.0,,1,0,0,1,0.0
8464,0,0.048799151,53,0,0.269773023,10000.0,5,0,1,0,0.0
8465,0,0.25423898899999997,48,0,0.49405045200000003,2100.0,6,0,0,0,0.0
8466,0,0.809930528,50,0,0.46581677299999996,8000.0,11,0,1,0,2.0
8467,0,0.800644357,41,0,0.571128241,4280.0,8,0,1,0,0.0
8468,0,0.9999998999999999,45,0,747.0,0.0,3,1,0,0,1.0
8469,0,0.027146037999999997,63,0,2590.0,,13,0,1,0,0.0
8470,0,0.0,77,0,0.040838259,3721.0,5,0,0,0,0.0
8471,0,0.828335057,44,4,0.471497181,4788.0,8,2,1,1,4.0
8472,0,0.010747017,64,0,0.006238004,2083.0,4,0,0,0,0.0
8473,0,0.054119535,58,0,0.224084067,14083.0,11,0,2,0,3.0
8474,0,0.969430755,58,0,0.257654655,4800.0,3,0,0,0,0.0
8475,0,0.965210955,45,0,0.215680101,3175.0,12,0,0,3,3.0
8476,0,0.661916904,37,0,2955.0,0.0,4,0,1,0,1.0
8477,0,0.901789222,41,0,0.161954037,8310.0,5,0,0,0,2.0
8478,0,0.025972339,58,0,0.273389516,7000.0,7,0,0,0,0.0
8479,0,0.0,45,0,0.32640639899999996,11500.0,7,0,2,0,0.0
8480,0,0.0008400860000000001,56,0,0.47924901200000003,7083.0,15,0,1,0,0.0
8481,0,0.004999667,69,0,2551.0,,6,0,2,0,
8482,0,0.4976276,48,0,0.7847663009999999,3465.0,9,0,1,0,2.0
8483,0,0.10631124900000001,34,1,0.41897183299999996,7916.0,7,0,2,0,1.0
8484,0,0.0,60,0,0.287627636,7540.0,14,0,1,0,1.0
8485,0,0.172606533,50,0,1.544908919,9496.0,15,0,1,0,1.0
8486,0,0.480751925,66,0,0.083380925,1750.0,1,0,0,0,0.0
8487,0,0.48291852,69,0,0.269776077,17773.0,20,0,2,0,0.0
8488,0,0.022523599,72,0,0.110240078,4081.0,6,0,1,0,2.0
8489,0,0.731047408,40,0,0.644727273,5499.0,12,0,1,0,1.0
8490,1,0.9999998999999999,37,1,281.0,,1,0,0,0,0.0
8491,0,0.10946301800000001,72,1,0.653422199,3900.0,10,0,1,0,1.0
8492,0,0.016504053,47,0,0.075429553,5819.0,6,0,0,0,0.0
8493,0,0.125705734,78,0,0.34955015,6001.0,10,0,1,0,1.0
8494,0,0.808756866,69,1,0.39989162799999994,3690.0,8,0,1,0,0.0
8495,0,0.587972824,57,0,0.305595872,6200.0,11,0,1,0,0.0
8496,0,0.36690713700000005,89,0,0.46225753700000005,4278.0,20,0,2,0,0.0
8497,0,0.0,79,0,0.0018939389999999999,1583.0,7,0,0,0,1.0
8498,0,0.37214454700000005,64,0,0.566980863,3500.0,14,0,1,0,0.0
8499,0,0.054221347999999996,55,0,1.080550098,2035.0,7,0,1,0,0.0
8500,0,0.61295285,49,0,1796.0,,5,0,1,0,0.0
8501,0,0.026160845,63,0,0.11298511300000001,11620.0,11,0,3,0,0.0
8502,0,0.001481382,51,0,210.0,,7,0,0,0,0.0
8503,1,0.724183877,26,1,0.06506061099999999,6516.0,5,0,0,0,1.0
8504,0,0.162324144,46,0,0.189245375,14430.0,13,0,1,0,3.0
8505,0,0.08790110000000001,63,0,1047.0,,5,0,1,0,
8506,1,0.641294006,47,1,684.0,0.0,5,5,0,5,0.0
8507,0,0.003049848,38,0,1021.0,1.0,6,0,1,0,4.0
8508,0,0.0,72,0,0.313339046,3500.0,2,0,1,0,2.0
8509,0,0.199244721,36,0,0.141247046,5500.0,7,0,0,0,0.0
8510,0,0.9999998999999999,50,0,0.0,3083.0,0,0,0,0,0.0
8511,0,0.032499044,78,0,0.03036239,1020.0,5,0,0,0,0.0
8512,0,0.0,53,1,47.0,,3,0,0,0,2.0
8513,1,0.628480658,41,1,1732.0,,9,0,0,0,0.0
8514,0,0.9999998999999999,28,0,0.089053803,1616.0,1,0,0,0,2.0
8515,1,0.105212043,48,1,0.470512269,4645.0,10,0,2,0,2.0
8516,0,0.0,51,0,421.0,,8,0,0,0,0.0
8517,0,0.7954358309999999,69,0,0.164895441,2916.0,4,0,0,0,0.0
8518,0,0.9999998999999999,44,0,0.004805382,2080.0,1,0,0,0,0.0
8519,0,0.054776637999999996,72,0,0.058520047,6783.0,6,0,0,0,0.0
8520,0,0.16325578300000002,47,0,46.0,1.0,3,0,0,0,2.0
8521,0,0.9999998999999999,56,0,0.033808983,12333.0,1,0,0,0,2.0
8522,0,0.020895718,73,1,0.157824156,11930.0,14,0,2,0,0.0
8523,0,0.0,84,0,0.0,3006.0,3,0,0,0,0.0
8524,0,0.804055573,44,2,3866.0,,8,0,2,0,1.0
8525,0,0.457131843,53,0,0.29890560899999996,16081.0,17,0,3,0,3.0
8526,0,0.561804774,40,1,0.175248419,7748.0,4,0,0,0,1.0
8527,0,0.9999998999999999,56,3,0.427961032,5850.0,3,0,1,0,0.0
8528,0,0.543006477,35,0,0.5498533720000001,4091.0,10,0,0,0,1.0
8529,0,0.37256351,44,0,362.0,,8,0,0,0,0.0
8530,0,0.006599736,62,0,37.0,,3,0,0,0,0.0
8531,0,0.014604892,72,0,0.455065634,2970.0,12,0,3,0,0.0
8532,1,0.9999998999999999,67,1,0.9369331359999999,4740.0,3,1,0,0,1.0
8533,0,0.18769117,49,0,0.749432003,3080.0,8,0,1,0,3.0
8534,0,0.005260641,65,0,0.178626972,4500.0,4,0,1,1,0.0
8535,1,0.9999998999999999,24,0,0.0,1700.0,0,0,0,0,0.0
8536,0,0.234468213,29,0,1698.0,,6,0,1,0,0.0
8537,0,0.381241251,52,0,261.0,,4,0,0,0,
8538,0,0.24706975899999997,41,0,0.253904894,5761.0,7,0,0,0,2.0
8539,0,0.147527695,36,1,2583.0,,10,0,1,0,2.0
8540,0,0.027017199,34,0,0.212578742,10000.0,5,0,1,0,0.0
8541,0,0.824726135,43,0,0.11128650400000001,3800.0,5,0,0,0,1.0
8542,0,0.033886182,62,0,0.228647613,12000.0,13,0,2,0,1.0
8543,0,0.034055506,85,1,0.01076509,2600.0,9,0,0,0,0.0
8544,0,0.8762070390000001,46,2,0.45320347,6570.0,9,0,1,0,2.0
8545,0,0.012838802,31,0,0.179975047,3205.0,2,0,0,0,0.0
8546,0,0.7249637520000001,67,0,3377.0,,7,0,3,1,0.0
8547,0,0.212755831,37,0,0.20035992800000002,3333.0,2,0,0,0,0.0
8548,0,0.99989647,42,0,0.137772675,5225.0,2,0,0,0,0.0
8549,0,0.674876082,63,0,1.53837915,2800.0,10,0,1,0,0.0
8550,0,0.04019068,61,0,0.25817719899999997,3148.0,3,0,1,0,0.0
8551,0,0.011533979,74,0,1241.0,,28,0,1,0,0.0
8552,0,0.35831464,39,1,0.136975296,4978.0,3,0,0,0,0.0
8553,0,0.524471835,52,1,0.474310777,6383.0,10,0,1,0,1.0
8554,0,0.032584402,29,0,0.343902439,4509.0,6,0,1,0,2.0
8555,0,0.997904317,40,2,0.21542615199999998,30000.0,12,0,4,0,3.0
8556,0,0.037027991,62,0,0.155346047,14000.0,8,0,1,0,1.0
8557,0,0.06655851,63,0,0.048658557000000005,6000.0,15,0,1,0,0.0
8558,0,0.070482159,64,0,0.16265597099999998,17951.0,8,0,1,0,2.0
8559,0,0.0,46,0,0.15445494,7833.0,10,0,1,0,1.0
8560,0,0.34532419299999995,34,0,0.37741634399999996,7500.0,9,0,1,0,2.0
8561,1,0.0,45,0,0.7330667329999999,4000.0,11,0,3,0,0.0
8562,0,0.001363574,60,0,0.11441266300000001,3600.0,2,0,1,0,0.0
8563,0,0.9999998999999999,48,0,0.08679593699999999,2165.0,3,0,0,0,0.0
8564,0,0.001073662,46,1,461.0,,6,0,0,0,0.0
8565,0,0.050030412,66,0,0.046288829000000004,31000.0,11,0,1,0,0.0
8566,0,0.9999998999999999,55,0,0.08638272300000001,5000.0,2,0,0,0,0.0
8567,0,0.9999998999999999,64,0,2366.0,,11,0,1,0,3.0
8568,0,0.6990326929999999,52,1,0.350630887,5626.0,11,0,2,0,2.0
8569,0,0.13459923599999998,39,1,0.137033516,8413.0,14,0,0,0,1.0
8570,0,0.9999998999999999,57,0,1140.0,,1,0,1,0,
8571,0,0.928433718,52,0,0.635571899,5166.0,13,0,2,0,2.0
8572,0,0.074858608,66,0,0.49753366200000004,7500.0,18,0,3,0,0.0
8573,0,0.08190030200000001,55,0,0.24895021,5000.0,10,0,2,0,1.0
8574,0,0.81014525,45,1,0.662275829,6300.0,13,0,1,0,2.0
8575,0,0.748408525,37,0,0.44831280100000004,5600.0,11,0,0,0,0.0
8576,0,0.09774511300000001,32,0,0.319301848,7791.0,2,0,1,0,0.0
8577,1,0.950161405,28,0,1.398000909,2200.0,11,0,2,0,0.0
8578,0,0.43744917899999997,74,0,0.153169366,5000.0,6,0,0,0,0.0
8579,0,0.738564413,63,1,0.31547385699999997,43356.0,37,0,6,0,0.0
8580,0,0.071260214,59,0,0.031292277,17000.0,21,0,0,0,0.0
8581,0,0.010599647,50,0,2637.0,,7,0,1,0,0.0
8582,1,0.9999998999999999,36,0,0.285578296,2100.0,2,0,0,0,0.0
8583,0,0.25151767199999997,49,1,1.657791944,32000.0,12,0,0,0,5.0
8584,0,0.174187158,52,0,4790.0,,18,0,2,0,2.0
8585,0,0.328181021,78,4,0.39326434,5700.0,9,0,1,0,0.0
8586,0,0.258603928,46,0,278.0,,2,0,0,0,
8587,0,0.099626551,29,0,0.261684579,4000.0,4,0,1,0,0.0
8588,0,0.008078735,58,0,0.431892027,4000.0,9,0,3,0,0.0
8589,0,0.124387561,60,0,0.008220395,4500.0,1,0,0,0,0.0
8590,0,0.018167008000000002,49,0,0.126557377,9149.0,6,0,2,0,0.0
8591,0,0.6124516729999999,72,0,1.969401947,718.0,10,0,1,0,0.0
8592,0,0.9999998999999999,44,0,1723.0,,4,0,2,0,0.0
8593,0,0.9999998999999999,32,0,0.862552966,3775.0,5,0,1,0,0.0
8594,0,0.9999998999999999,23,0,0.0,650.0,0,0,0,0,0.0
8595,0,0.0,71,0,0.0,,1,0,0,0,0.0
8596,0,0.46268656700000005,50,1,0.40212786899999997,10150.0,6,0,2,0,2.0
8597,0,0.139107634,50,0,0.20362371,8333.0,11,0,1,0,0.0
8598,0,0.22119131600000003,58,0,0.43615200299999995,5841.0,10,0,1,0,0.0
8599,0,0.184694345,61,2,0.11315309800000001,6583.0,8,0,0,0,0.0
8600,0,0.104284855,49,0,0.266629635,7200.0,8,0,1,0,2.0
8601,0,0.12175943,48,0,0.121730964,13841.0,9,0,1,0,5.0
8602,0,0.250667576,30,0,0.202262959,11400.0,7,0,1,0,0.0
8603,0,0.164737829,39,0,1.6106946530000001,2000.0,9,0,1,0,2.0
8604,0,0.9999998999999999,54,0,2620.0,,8,0,2,0,5.0
8605,0,0.181927358,69,0,0.974864324,3500.0,15,0,2,0,0.0
8606,0,0.131929944,52,0,0.430411593,9936.0,14,0,3,0,0.0
8607,0,0.229061452,59,1,0.42187946299999995,3500.0,20,0,1,0,0.0
8608,0,0.191237957,25,0,0.671132765,820.0,5,0,0,0,0.0
8609,0,0.99830017,64,0,0.26946701,5046.0,6,0,1,0,0.0
8610,0,0.264453661,65,0,0.182077897,10500.0,9,0,1,0,0.0
8611,0,0.130106518,48,0,0.381184245,11500.0,10,0,2,0,0.0
8612,0,0.925648835,54,0,0.168871117,6501.0,9,0,0,0,1.0
8613,0,0.01529847,37,0,0.00099975,4000.0,2,0,0,0,0.0
8614,0,0.038851593,55,0,0.0019995,4000.0,2,0,0,0,0.0
8615,1,0.456954305,48,0,0.58022184,6400.0,7,0,2,0,1.0
8616,0,0.02379762,56,0,0.242870875,3120.0,4,0,0,0,1.0
8617,0,0.9999998999999999,30,0,0.236157438,2997.0,3,0,0,0,1.0
8618,0,0.102169471,36,0,1298.0,,3,0,1,0,
8619,0,0.9805403359999999,38,1,3186.0,,17,0,2,0,1.0
8620,0,0.9999998999999999,38,0,0.0,3750.0,4,0,0,1,0.0
8621,0,0.098939609,40,0,111.0,,7,0,0,0,0.0
8622,0,0.677376663,43,0,0.260660082,8301.0,7,0,1,0,2.0
8623,0,0.635298869,45,0,0.35186539899999997,4100.0,9,0,0,0,2.0
8624,0,0.315390079,52,0,0.130933825,7056.0,8,0,1,0,1.0
8625,0,0.0,59,0,2188.0,,5,0,2,0,0.0
8626,0,0.42696944200000003,36,0,0.602517042,1906.0,8,0,0,0,1.0
8627,0,0.308775413,37,2,0.34902322700000005,6500.0,14,0,1,0,2.0
8628,0,0.10412383,53,0,0.468202544,8333.0,22,0,4,0,0.0
8629,0,0.011468331000000002,46,0,0.010361599,4728.0,8,0,0,0,0.0
8630,0,0.097140785,62,0,0.376602127,11000.0,16,0,2,0,2.0
8631,0,0.008951371999999999,46,2,0.32555692,5700.0,9,0,1,0,2.0
8632,0,0.00509661,68,0,5.0,,5,0,0,0,0.0
8633,0,0.9963929859999999,52,0,0.355192505,8752.0,15,0,2,0,2.0
8634,0,0.048180245,57,0,4562.0,,9,0,1,0,0.0
8635,0,0.22479007899999998,68,0,0.36891963,13300.0,12,0,3,0,0.0
8636,0,0.409423345,54,0,0.297693797,17040.0,11,0,3,0,3.0
8637,0,0.300474535,48,2,0.86197049,2100.0,10,0,1,1,3.0
8638,0,0.062315349000000006,46,0,41.0,,4,0,0,0,0.0
8639,0,0.097773271,61,0,0.40907063200000005,6724.0,11,0,1,0,0.0
8640,0,0.05361034,65,0,1318.0,,4,0,1,0,0.0
8641,0,0.078876501,47,0,0.077051269,10200.0,9,0,0,0,1.0
8642,0,0.9999998999999999,55,1,0.080546265,3587.0,4,0,0,0,1.0
8643,0,0.192683025,41,0,0.315800503,4771.0,12,0,1,0,2.0
8644,0,0.0,44,1,0.083383323,5000.0,5,0,0,0,0.0
8645,0,0.27219233600000003,84,0,0.45349448200000003,1902.0,17,0,0,0,0.0
8646,0,0.9999998999999999,34,0,73.0,,0,0,0,1,
8647,0,0.339005757,65,0,0.140857393,8000.0,14,0,1,0,0.0
8648,0,0.145451979,47,0,0.067391304,5059.0,3,0,0,0,4.0
8649,0,0.014852658000000001,72,0,1992.0,,18,0,1,0,0.0
8650,0,0.030903148999999998,71,0,0.014282313999999999,4200.0,5,0,0,0,0.0
8651,0,0.7036947640000001,52,0,0.30817679,18258.0,13,0,3,0,4.0
8652,0,0.8133400959999999,34,0,1.423288356,2000.0,7,0,2,0,2.0
8653,1,0.837784961,63,0,0.653739184,6471.0,10,0,1,0,0.0
8654,0,0.01882203,52,0,0.241442703,11422.0,9,0,2,0,0.0
8655,0,0.238783744,49,0,0.444502075,7711.0,26,0,2,0,2.0
8656,0,0.730787544,35,0,0.238041913,6250.0,5,0,1,0,0.0
8657,0,0.008328908000000001,76,0,0.008495751999999999,2000.0,8,0,0,0,0.0
8658,0,0.134032995,38,0,2693.0,,17,0,2,0,0.0
8659,0,0.0,63,0,0.38983050799999996,707.0,2,0,0,0,0.0
8660,0,0.670307225,42,0,0.568835564,6500.0,11,0,2,0,0.0
8661,0,0.036619202999999996,72,0,1074.0,,7,0,1,0,0.0
8662,0,0.010128816,67,0,0.058862742,15000.0,16,0,1,0,1.0
8663,0,0.235450265,42,0,1823.0,,9,0,1,0,4.0
8664,0,0.9691704590000001,48,1,0.485768501,6850.0,7,0,1,1,0.0
8665,0,0.14859583699999998,34,0,0.113932045,15833.0,10,0,2,0,2.0
8666,0,0.62345994,65,0,0.538394415,4583.0,9,0,1,0,1.0
8667,0,0.501323822,67,0,4414.0,,8,0,2,0,0.0
8668,0,0.335402692,38,0,0.129338902,6942.0,3,0,0,0,3.0
8669,0,0.952272783,52,1,0.934437937,7000.0,15,0,3,0,0.0
8670,0,0.979172452,39,0,0.23251165899999998,1500.0,5,0,0,0,0.0
8671,1,0.9999998999999999,35,0,179.0,,1,3,0,0,4.0
8672,0,0.02411539,56,0,2329.0,,7,0,0,0,0.0
8673,0,3.311206281,37,0,2024.0,,8,0,1,0,2.0
8674,0,0.78910703,61,0,0.556520098,5298.0,8,0,2,0,2.0
8675,0,0.0,47,0,0.159122725,15000.0,5,0,1,0,0.0
8676,0,0.035430666,59,0,0.624548736,1384.0,7,0,1,0,0.0
8677,0,0.135185442,42,0,4501.0,,13,0,2,0,1.0
8678,0,0.951048951,48,1,0.44483058200000003,1150.0,6,1,0,4,2.0
8679,0,0.012561218,64,0,0.004748088,3790.0,12,0,0,0,0.0
8680,0,0.974039642,26,1,0.19698314100000003,1126.0,4,0,0,0,1.0
8681,0,0.210671854,44,0,0.6517405310000001,6520.0,10,0,1,0,2.0
8682,0,0.06112026,37,0,0.297024144,5342.0,7,0,2,0,1.0
8683,0,0.09248808300000001,63,0,0.09321747,8860.0,5,0,1,0,0.0
8684,0,0.034344926,54,0,0.20999416699999998,10285.0,15,0,1,0,0.0
8685,0,0.353930032,29,0,0.17211419100000003,2416.0,4,0,0,0,0.0
8686,0,0.102896587,41,0,0.19059158899999998,7014.0,6,0,2,0,0.0
8687,0,0.500856759,53,0,0.754101824,14200.0,9,0,2,0,2.0
8688,1,0.548518033,51,2,0.33342221699999997,18750.0,11,0,2,0,2.0
8689,0,0.555658703,70,0,0.6330852379999999,11285.0,16,0,3,0,0.0
8690,0,0.6754513109999999,37,0,0.270063563,19350.0,17,0,2,0,2.0
8691,0,0.051824235999999996,46,1,0.413508173,11133.0,13,0,5,0,0.0
8692,0,0.054589082000000004,31,0,150.0,0.0,3,0,0,0,0.0
8693,0,0.520558206,52,0,0.35754074700000005,9693.0,8,0,2,0,0.0
8694,0,0.33980469,58,0,0.355763161,7920.0,14,0,0,0,0.0
8695,0,0.021122141,53,0,0.492058011,2895.0,5,0,1,0,0.0
8696,0,0.005924455,38,0,0.356656065,2200.0,6,0,1,0,0.0
8697,0,0.127492374,64,1,6616.0,,12,0,3,1,0.0
8698,0,0.050786045,44,0,0.204764803,11500.0,8,0,2,0,2.0
8699,0,0.06912495,45,0,0.092568784,11666.0,11,0,1,0,1.0
8700,0,0.136530008,47,0,0.281439494,7585.0,13,0,1,0,1.0
8701,0,0.304853903,80,0,2009.0,,11,0,1,0,0.0
8702,0,0.115020298,53,0,0.145890868,10500.0,9,0,1,0,0.0
8703,0,0.015714175,71,0,0.060279973,10500.0,26,0,1,0,0.0
8704,0,0.229218175,53,0,2.016983017,1000.0,4,0,3,0,1.0
8705,1,0.9999998999999999,37,0,37.0,,1,0,0,0,0.0
